informacoes_profissionais.nivel_profissional,formacao_e_idiomas.nivel_academico,formacao_e_idiomas.nivel_ingles,perfil_vaga.nivel profissional,perfil_vaga.nivel_academico,perfil_vaga.nivel_ingles,informacoes_profissionais.area_atuacao,perfil_vaga.areas_atuacao,informacoes_basicas.tipo_contratacao,match_nivel_profissional,match_nivel_academico,match_nivel_ingles,match_area_atuacao
,pós graduação completo,fluente,pleno,ensino técnico completo,avançado,ti - desenvolvimento/programação,gestão e alocação de recursos de ti-,hunting,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - banco de dados-,clt full,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - sistemas e ferramentas-,,0,0,0,0
,,,pleno,ensino superior completo,avançado,,gestão e alocação de recursos de ti-,hunting,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,nenhum,,ti - sap-,hunting,0,0,0,0
,pós graduação completo,,analista,ensino superior completo,fluente,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - banco de dados-,"cooperado, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,clt full,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,especialista,ensino superior completo,nenhum,,ti - banco de dados-,clt full,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,fluente,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - sap-,"pj/autônomo, clt full",0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,ensino superior completo,intermediário,analista,ensino superior completo,básico,administrativa,financeira/controladoria-,clt full,0,1,0,0
,,,pleno,ensino superior completo,fluente,,ti - desenvolvimento/programação-,clt cotas,0,0,0,0
,,,pleno,ensino superior completo,fluente,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - desenvolvimento/mobile-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,avançado,,ti - sap-,hunting,0,0,0,0
,ensino superior incompleto,intermediário,pleno,ensino técnico completo,avançado,ti - desenvolvimento/programação,gestão e alocação de recursos de ti-,hunting,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,júnior,ensino superior completo,nenhum,,ti - sistemas e ferramentas-,clt full,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,clt full,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - projetos-,hunting,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,pós graduação completo,fluente,gerente,ensino superior completo,intermediário,ti - projetos,ti - projetos-,clt full,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - banco de dados-ti - projetos-,"pj/autônomo, cooperado",0,0,0,0
,pós graduação completo,intermediário,sênior,ensino superior completo,fluente,ti - sap,ti - sap-,pj/autônomo,0,0,0,0
,,,pleno,pós graduação completo,intermediário,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino médio completo,nenhum,,ti - projetos-,pj/autônomo,0,0,0,0
,,,especialista,ensino superior completo,básico,,ti - projetos-,hunting,0,0,0,0
,pós graduação completo,intermediário,pleno,ensino superior completo,intermediário,ti - processos e negócios,ti - desenvolvimento/programação-,,0,0,1,0
,,,analista,ensino superior completo,avançado,,ti - sap-,"clt cotas, cooperado, estagiário, pj/autônomo, hunting",0,0,0,0
,,,sênior,ensino médio completo,técnico,,administrativa-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,nenhum,,ti - projetos-,pj/autônomo,0,0,0,0
,ensino superior incompleto,fluente,especialista,ensino superior completo,básico,ti - desenvolvimento/mobile,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,pós graduação completo,avançado,sênior,ensino médio completo,nenhum,ti - desenvolvimento/programação,gestão e alocação de recursos de ti-,cooperado,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,intermediário,,administrativa-,pj/autônomo,0,0,0,0
,,,especialista,ensino superior completo,nenhum,,ti - sap-,clt full,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,ensino superior completo,avançado,júnior,ensino superior completo,avançado,ti - qualidade/testes,ti - projetos-,pj/autônomo,0,1,1,0
,,,sênior,ensino superior completo,avançado,,ti - sistemas e ferramentas-,clt full,0,0,0,0
,ensino técnico completo,básico,sênior,ensino superior completo,nenhum,ti - projetos,ti - sap-,hunting,0,0,0,0
,,,sênior,ensino médio completo,intermediário,,ti - projetos-,hunting,0,0,0,0
,,,analista,ensino superior completo,fluente,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,fluente,,gestão e alocação de recursos de ti-,clt full,0,0,0,0
,,,sênior,ensino superior completo,avançado,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,,,auxiliar,ensino médio completo,nenhum,,administrativa-,hunting,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,cooperado,0,0,0,0
,pós graduação completo,intermediário,analista,ensino superior completo,fluente,ti - processos e negócios,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - projetos-,hunting,0,0,0,0
,ensino superior completo,fluente,sênior,ensino superior completo,avançado,ti - sap,ti - sap-,pj/autônomo,0,1,0,0
,ensino superior cursando,intermediário,júnior,ensino superior completo,avançado,ti - desenvolvimento/programação,ti - desenvolvimento/programação-ti - governança-,clt full,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,avançado,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino médio completo,nenhum,,ti - infraestrutura-,cooperado,0,0,0,0
,,,pleno,ensino superior completo,avançado,,gestão e alocação de recursos de ti-,clt cotas,0,0,0,0
,pós graduação cursando,básico,sênior,ensino médio completo,nenhum,ti - qualidade/testes,administrativa-,clt cotas,0,0,0,0
,pós graduação completo,intermediário,analista,ensino superior completo,básico,"ti - governança, ti - projetos, ti - sap, ti - segurança da informação, ti - sistemas e ferramentas",ti - projetos-,"clt full, cooperado, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - qualidade/testes-,hunting,0,0,0,0
,ensino superior completo,,analista,ensino superior completo,básico,,ti - projetos-,clt full,0,1,0,0
,,,júnior,ensino médio completo,nenhum,,gestão e alocação de recursos de ti-,cooperado,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,hunting,0,0,0,0
,pós graduação completo,intermediário,sênior,ensino superior completo,fluente,"ti - processos e negócios, ti - projetos, ti - sap",ti - sap-,pj/autônomo,0,0,0,0
,ensino superior completo,intermediário,analista,ensino superior completo,avançado,"comercial, ti - sap",ti - sap-,"clt full, pj/autônomo",0,1,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,ensino superior completo,intermediário,analista,ensino superior completo,básico,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,clt full,0,1,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - projetos-,pj/autônomo,0,0,0,0
,ensino superior incompleto,avançado,sênior,ensino superior completo,nenhum,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,pj/autônomo,0,0,0,0
,pós graduação completo,,sênior,ensino superior completo,nenhum,,ti - arquitetura-,clt full,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,especialista,ensino superior incompleto,básico,,ti - projetos-,hunting,0,0,0,0
,,,pleno,ensino superior completo,técnico,,ti - sap-,clt cotas,0,0,0,0
,,,pleno,ensino superior completo,fluente,,ti - sap-,pj/autônomo,0,0,0,0
,,,especialista,ensino superior completo,fluente,,ti - processos e negócios-,cooperado,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,"pj/autônomo, cooperado",0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - projetos-,pj/autônomo,0,0,0,0
,,,especialista,ensino superior completo,avançado,,ti - desenvolvimento/design-,clt full,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,clt full,0,0,0,0
,ensino superior completo,avançado,analista,ensino superior completo,básico,ti - sap,ti - sap-,pj/autônomo,0,1,0,0
,,,sênior,ensino superior completo,nenhum,,ti - projetos-,pj/autônomo,0,0,0,0
,ensino superior completo,avançado,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,1,0,0
,ensino fundamental completo,avançado,sênior,ensino superior completo,técnico,ti - sap,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,ensino superior cursando,intermediário,júnior,ensino superior cursando,intermediário,ti - suporte,ti - infraestrutura-,hunting,0,1,1,0
,,,especialista,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,pós graduação completo,intermediário,analista,ensino superior completo,básico,"administrativa, comercial, financeira/controladoria, jurídica, marketing, novos negócios e parcerias, qualidade corporativa",ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,clt full,0,0,0,0
,ensino superior completo,intermediário,pleno,ensino técnico completo,nenhum,ti - sap,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,pós graduação completo,intermediário,júnior,ensino superior completo,nenhum,recursos humanos,administrativa-,cooperado,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,fluente,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sap-,cooperado,0,0,0,0
,pós graduação completo,fluente,júnior,ensino superior completo,básico,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,hunting,0,0,0,0
,,,analista,ensino médio completo,básico,,ti - suporte-,cooperado,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,ensino superior cursando,básico,pleno,ensino superior completo,intermediário,"ti - desenvolvimento/mobile, ti - desenvolvimento/programação",ti - desenvolvimento/programação-,,0,0,0,0
,ensino médio completo,básico,analista,ensino médio completo,básico,ti - suporte,ti - suporte-,cooperado,0,1,1,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,hunting,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,pós graduação completo,avançado,analista,ensino superior completo,fluente,"ti - governança, ti - processos e negócios, ti - projetos, ti - sistemas e ferramentas, ti - suporte",ti - sap-,"pj/autônomo, clt cotas",0,0,0,0
,ensino técnico completo,avançado,sênior,ensino superior cursando,básico,financeira/controladoria,ti - desenvolvimento/programação-,"clt full, cooperado, pj/autônomo",0,0,0,0
,ensino superior cursando,intermediário,analista,ensino superior completo,básico,ti - segurança da informação,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino médio completo,nenhum,,ti - projetos-,cooperado,0,0,0,0
,,,sênior,ensino superior cursando,avançado,,ti - sap-,clt full,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - desenvolvimento/programação-,pj/autônomo,0,0,0,0
,pós graduação completo,intermediário,sênior,ensino superior completo,avançado,"gestão e alocação de recursos de ti, ti - governança, ti - infraestrutura, ti - processos e negócios, ti - projetos, ti - segurança da informação, ti - sistemas e ferramentas, ti - suporte",ti - projetos-,pj/autônomo,0,0,0,0
,,,júnior,ensino médio completo,nenhum,,administrativa-,cooperado,0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - projetos-,hunting,0,0,0,0
,ensino superior completo,básico,sênior,ensino superior completo,nenhum,ti - sap,ti - sap-,clt full,0,1,0,0
,,,pleno,ensino médio completo,básico,,financeira/controladoria-,clt full,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sap-,pj/autônomo,0,0,0,0
,pós graduação completo,básico,sênior,ensino superior completo,nenhum,ti - projetos,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,técnico,,ti - sap-,pj/autônomo,0,0,0,0
,ensino superior cursando,intermediário,analista,ensino superior completo,intermediário,ti - sistemas e ferramentas,ti - infraestrutura-,clt full,0,0,1,0
,ensino superior completo,básico,pleno,ensino técnico completo,nenhum,ti - infraestrutura,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, cooperado",0,0,0,0
,ensino superior completo,,especialista,ensino superior completo,intermediário,,gestão e alocação de recursos de ti-,hunting,0,1,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,"clt cotas, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino médio completo,nenhum,,administrativa-,pj/autônomo,0,0,0,0
,,,júnior,ensino médio completo,nenhum,,administrativa-,clt full,0,0,0,0
,ensino superior cursando,nenhum,assistente,ensino médio completo,nenhum,"administrativa, comercial, ti - sap, ti - suporte",administrativa-,clt full,0,0,1,0
,,,sênior,ensino superior completo,intermediário,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,clt full,0,0,0,0
,,básico,analista,ensino superior completo,básico,ti - infraestrutura,ti - projetos-,"clt full, pj/autônomo",0,0,1,0
,ensino superior completo,fluente,pleno,pós graduação completo,básico,"ti - desenvolvimento/design, ti - desenvolvimento/programação, ti - projetos, ti - sistemas e ferramentas, ti - ux",ti - desenvolvimento/design-,,0,0,0,0
